slug,name,symbol,category,tvl,chains
feeder-finance,Feeder Finance,FEED,Yield,4.5803738709847,Fantom;Binance
blastnyan,BlastNYAN,blNYAN,Farm,4.520452083662076,Blast
westarter,WeStarter,WAR,Launchpad,4.447550145263054,Heco
reax-swaps,Reax Swaps,REAX,Dexs,4.400489110244996,Mantle
caribou-finance,Caribou Finance,CARIBOU,Yield,4.322197364652252,Fantom
arbiten,ArbiTen,ARBITEN,Algo-Stables,4.2886727392566915,Arbitrum
multi-chain-miner,Multi-Chain Miner,-,Ponzi,4.132816451928872,Binance;Avalanche;Fantom;Polygon
hexaswap,Hexaswap,HEXA,Dexs,3.9864258679233733,Telos
lolpad-finance,LolPad Finance,-,Dexs,3.91076130657592,Scroll
uniwswap-amm,UniWswap AMM,UNIW,Dexs,3.740103815504852,EthereumPoW
tempodao,TempoDAO,TEMPO,Reserve Currency,3.611352298994522,Avalanche
baymax,BayMax,BAYMAX,Derivatives,3.5909173768554,Avalanche
unilend-v2,Unilend V2,UFT,Lending,3.5728572358638475,Ethereum
bouje-finance,Bouje Finance,BOUJE,Yield,3.4975696050040153,Fantom
gasline-protocol,Gasline Protocol,-,Liquidity manager,3.3905058054706516,Blast;Binance
catton,Catton,CATTON,CDP,3.2911459346235223,TON
bitlen-finance,Bitlen Finance,-,Lending,3.274738801465434,BSquared;CORE
spade-finance,Spade Finance,SPADE,Farm,3.1110351691263314,Fantom
solbank-finance,Solbank Finance,SB,Yield,3.0959064031998906,Solana
base3d,Base3D,B3D,Dexs,3.0064750333183743,Base
antihero-finance,AntiHero Finance,ANTI,Lending,2.845070725745267,Arbitrum
colors,Colors,-,Farm,2.707292484382312,Sonic
gxypad,GxyPad,-,Dexs,2.6443611859024605,zkSync Era
zircon-gamma,Zircon Gamma,ZRG,Dexs,2.54799199061806,Moonriver;Binance
nirvana-v1,Nirvana V1,ANA,CDP,2.5133414945139996,Solana
poseidollar,Poseidollar,-,Algo-Stables,2.4798086360034604,Sui
chimeradex-swap,Chimeradex Swap,-,Dexs,2.479316836331605,Scroll;Arbitrum
applepie,ApplePie,Pie,Farm,2.4772054504409358,Binance
vesq,Vesq,VESQ,Reserve Currency,2.4548131673470857,Polygon
tesseract-world,Tesseract World,-,Dexs,2.334006086539218,Endurance
fuzion-ignition,Fuzion Ignition,FUZN,Launchpad,2.3178553711922745,Kujira
themis-protocol,Themis Protocol,TMS,Lending,2.270643101930362,Arbitrum
stableswap,StableSwap,-,Dexs,2.1608251974121,Stable
zkex,ZKEX,-,Dexs,2.0466680762820415,Linea;Avalanche;Arbitrum;Base;Binance;Polygon;Op_Bnb;zkSync Era;Optimism
snail-finance,Snail Finance,Snail,Lending,2.0165163854085986,Base
hexal,Hexal,HXL,Reserve Currency,1.8918371787817312,Binance
aidapp,AIDApp,-,Launchpad,1.848485370863483,CORE
crack-and-stack,Crack And Stack,-,Gaming,1.7526652241702168,Taiko
lnd,LND,-,Lending,1.709290598198339,Sonic;Hyperliquid L1
chad-finance,Chad Finance,CHAD,Yield,1.6896529607779631,Fantom
bakedpotatoes,BakedPotatoes,-,Yield,1.6607416526289405,Dogechain
miner-pepe,Miner PEPE,mPEPE,Ponzi,1.5175196646367541,Binance
sashimidao,SashimiDAO,SASHI,Reserve Currency,1.442948935326536,Avalanche
ftm-frens,FTM Frens,FRENS,Yield,1.4239757720976738,Fantom
createdao,CreateDAO,-,DAO Service Provider,1.4062338252527211,Base;Ethereum;World Chain;Arbitrum;xDai;Polygon;Unichain
rocky,Rocky,-,CDP,1.3105413704845001,Sei
dexodus-finance,Dexodus Finance,-,Derivatives,1.3020068307311892,Base;Cronos;Ethereum;Binance
dinotopia-finance,Dinotopia Finance,FOSSIL,Algo-Stables,1.2392616975634154,Binance
dexland,Dexland,DXL,Dexs,1.2209500537409264,CORE
aquadex,Aquadex,-,Dexs,1.2183562349753696,Waterfall
alyx-finance,Alyx finance,ALYX,Reserve Currency,1.1941571181888067,Binance
hodl-fox,Hodl Fox,-,Services,1.16,Mixin
pidao-finance,Pidao Finance,PID,Reserve Currency,1.1561440325313124,Binance
templedao,TempleDAO,TEMPLE,Reserve Currency,1.1363629910429318,Ethereum
covo-v1,Covo V1,COVO,Derivatives,1.0975778310600586,Polygon
sapphire-mine,Sapphire Mine,-,Yield,1.0973297631786503,Polygon
defidash-agent,Defidash Agent,DEFIDASH,Telegram Bot,1.0905693353298225,Base
welnance,Welnance,WEL,Chain,1.0884246988237178,Binance
settlex-v2,SettleX V2,-,Dexs,1.072626437759453,Stable
rikkei-finance,Rikkei Finance,RIFI,Lending,1.0683314050232078,Binance
fufuture-contract,Fufuture Contract,-,Derivatives,1.056666904047752,Base;X Layer;Binance;Conflux;ENI
infy-protocol,Infy Protocol,-,NFT Lending,1.0413554094830109,Polygon;Kava
mystic-finance-myplume,Mystic Finance myPLUME,-,Liquid Staking,1.035637139430985,Plume Mainnet
donaswap-v2,DONASWAP V2,-,Dexs,1.0180186883660742,Dogechain;Binance;Polygon;Base;CMP;Heco;CORE;Ethereum;Aurora;Palm;Fantom;Conflux;Avalanche;Kardia;Kava;Polygon zkEVM;Metis;Fuse;Linea;Celo;Flare;Kucoin;Arbitrum;ThunderCore;Astar;Moonbeam;Optimism;Moonriver;Fusion
ssap,SSAP,-,Lending,1.003219546661836,Oasis;CLV
usury-finance,Usury Finance,-,Lending,1.0030249371409692,Mantle;Sonic
vendor-v1,Vendor V1,-,Lending,1.001,Arbitrum;Ethereum
octoplace,OCTOplace,GLCR,NFT Marketplace,0.9774437051744251,Theta;Kava
tempest-capital,Tempest Capital,TEM,Lending,0.972585515186958,Optimism;Base
amplifyfinance,AmplifyFinance,-,Yield,0.9113186932619742,Ethereum
betterbank,BetterBank,ESTEEM,Lending,0.8811513019531763,Pulse
equation-v2,Equation V2,EQU,Derivatives,0.8755450690124998,Arbitrum
halotrade-evm,HaloTrade EVM,-,Dexs,0.8519272947864089,Aura Network
nodo,NODO,-,Prediction Market,0.8447894058784089,Celo;Polygon;Avalanche;Binance;Base
vacus-finance,Vacus Finance,VCS,Yield Aggregator,0.8178986429013764,Avalanche
peaky-finance,Peaky Finance,-,Derivatives,0.7809368504813783,Binance
celeron,Celeron,CEL,Yield Aggregator,0.7720956792816605,Berachain;Mode
scranton-finance,Scranton Finance,PAPER,Yield,0.7477854045289853,Fantom
tivel-finance,Tivel Finance,-,Options Vault,0.7043314492743931,zkSync Era;Scroll
fusefi-lending,Fusefi Lending,VOLT,Lending,0.7036140635571464,Fuse
oreswap,OreSwap,OST,Dexs,0.6854251515022585,CORE
magnet-dao,Magnet DAO,MAG,Algo-Stables,0.666032021452563,Avalanche
pu239,Pu239,-,Lending,0.6459758093152549,Map
stipend,Stipend,PAY,Yield,0.6450518143602464,Kava
arbicheems,ArbiCheems,CHEEMS,Yield,0.6046101205232682,Arbitrum
lama-miner,Lama Miner,LAMA,Ponzi,0.5603483046962648,Avalanche
beralis-v3,Beralis V3,BLIS,Dexs,0.5558341001650016,Berachain
vaultwin,VaultWin,-,Gaming,0.5449099727921087,Bahamut
pstake-btc,pSTAKE BTC,-,Restaked BTC,0.5374354753660533,Bitcoin
blinkswap,Blinkswap,-,Dexs,0.5208299541997887,Blast
pulsegun-amm,PulseGun AMM,-,Dexs,0.5163761442473117,Pulse
xfam.tech,xfam.tech,-,SoFi,0.5125586452066455,Starknet
powsea,PowSea,SEA,Dexs,0.5032210074736282,EthereumPoW
allobtc,alloBTC,-,Restaked BTC,0.49107318860800225,Bitcoin
gondi-v2,Gondi V2,-,NFT Lending,0.4909540972575443,Ethereum
hectagon,Hectagon,HECTA,Services,0.4903113756238861,Binance
soarpls,SoarPLS,-,Staking Pool,0.4896344735359642,Pulse
fliperino,Fliperino,-,Luck Games,0.48499249011790574,EthereumPoW
muito-finance,Muito Finance,MUTO,Yield Aggregator,0.47189172877705454,Mantle
maximizer,Maximizer,MAXI,Reserve Currency,0.45727932500696494,Avalanche
xbank-finance,xBank Finance,-,Lending,0.451096454607,zkSync Era
deepseadao,DeepSeaDAO,SEA,Reserve Currency,0.44684636790337295,Avalanche
grappa-finance,Grappa Finance,-,Options Vault,0.4466411780763118,Ethereum
nemesis-dao,Nemesis DAO,NMS,Reserve Currency,0.4448282779325034,Binance
fomoswap-v4,FomoSwap V4,-,Dexs,0.44229914911682805,Taraxa
ferdyflip,FerdyFlip,-,Luck Games,0.424411846152343,Mantle;Base;Avalanche
kadefi,kaDefi,-,Yield,0.4041644082579168,Kava
cadence-protocol,Cadence Protocol,CAD,Derivatives,0.38370872182567284,Canto
liondex,LionDEX,LION,Derivatives,0.3820514938500716,Arbitrum
tetu-pawnshop,Tetu Pawnshop,TETU,NFT Lending,0.35397985992041353,Polygon
kumu-finance,Kumu Finance,KUMU,Yield,0.326823677558172,Klaytn
kmex,KMex,KMX,Derivatives,0.3259766931752217,Kava
bagel-finance-v1,Bagel Finance V1,-,Dexs,0.3218474187642186,TON
kapaswap,KapaSwap,-,Dexs,0.31941084962148786,Kava
undead-finance,Undead Finance,UNDEAD,Yield,0.3132729598066881,Fantom
oxiswap,OxiSwap,-,Dexs,0.3125041505807907,Fuel
goldminer,GoldMiner,-,Ponzi,0.30969788381112284,Sonic
flowswap-v2,FlowSwap V2,-,Dexs,0.2917403576413558,Flow
snowdog,Snowdog,SDOG,Reserve Currency,0.2915706915267717,Avalanche
weave,Weave,-,Yield Aggregator,0.28004082276009634,Kava
leaper-finance,Leaper Finance,-,Lending,0.27701400000001225,Blast
mirrosset,mirrosset,-,CDP,0.26746678001536955,Kava
kyborg-exchange,Kyborg Exchange,-,Dexs,0.25956478354588003,Arbitrum
beekava,Beekava,-,Yield,0.2560678250707414,Kava
forge-game,Forge Game,-,Gaming,0.23908598352306987,TON
lista-rwa,Lista RWA,LISTA,RWA,0.2218912458646538,Binance
manifest,Manifest,MNFST,Services,0.21721265606420118,Ethereum
settlex-v3,SettleX V3,-,Dexs,0.21238814084475446,Stable
cranium-exchange,Cranium Exchange,SKULL,Derivatives,0.20398532085251336,Fantom
fundex,FunDex,FUN,Dexs,0.19815361750000002,Kava;Optimism;Arbitrum
nata-network,Nata Network,eNATA,Privacy,0.19299328823694378,Polygon
jbtc,jBTC,-,Bridge,0.18707418814343366,Ethereum;Bitcoin
matrixai,MatrixAI,MATRIX,Algo-Stables,0.17948710418621983,Sonic
zenfinance,ZenFinance,ARY,Yield,0.15396966518875277,Cronos
rehold-v1,ReHold V1,-,Yield,0.1478130239983231,Binance;Polygon;Fantom;Optimism;Arbitrum;Avalanche
dinosaur.finance,Dinosaur.Finance,DINO,Yield Aggregator,0.13554593851142827,Arbitrum
bouncebit-pre-launch-farm,BounceBit pre-launch Farm,-,Farm,0.1338349648311866,Ethereum;Binance;Tron
taichi,TaiChi,TAC,Reserve Currency,0.13336952212541464,Binance
kswap,KSwap,-,Dexs,0.12991941903731033,Kava
metaid,MetaID,-,Staking Pool,0.12721878523172042,Kava
swirllend,SwirlLend,SWI,Lending,0.12620422400200002,Base;Linea
minerswap,MinerSwap,MSP,Dexs,0.12549401759075413,EthereumPoW
paperdao,PaperDAO,PPR,Lending,0.11672162201070563,EthereumPoW
moose,Moose,-,Yield,0.11120018626499999,Solana
obswap,OBSwap,OBT,Dexs,0.08872499399505133,EOS
scribeswap,Scribeswap,Scribe,Dexs,0.08367195022351118,Scroll
kopi-dex,Kopi DEX,-,Dexs,0.08296709203912832,Kopi
jumpdefi,JumpDefi,-,Dexs,0.08285713257438168,Telos
mare-finance-v2,Mare Finance V2,MARE,Lending,0.08065555803181108,Kava
cookiebase-dex,CookieBase Dex,Cookie,Dexs,0.07870794574415521,Base
soda-protocol,Soda Protocol,-,Lending,0.07700072573492292,Solana
kavastarter,Kavastarter,KAST,Launchpad,0.07180233008597492,Kava
cashio,Cashio,CASH,CDP,0.06669221993537365,Solana
meow-miner,Meow Miner,-,Ponzi,0.06079815337809124,Avalanche
raidshift-marketplace,RAIDSHIFT Marketplace,-,Dexs,0.05997041305200592,Tron
cthulhu.finance,Cthulhu.Finance,CTH,Yield Aggregator,0.05881774288203681,Optimism
real-protocol,Real Protocol,REALP,CDP,0.05599986122738072,EthereumPoW
reax-lending,Reax Lending,REAX,Lending,0.052938471335391805,Mantle
moby,Moby,-,Options,0.04997468416330832,Arbitrum;Berachain
brise-swap,Brise Swap,BSWAP,Dexs,0.045812072281278086,Bitgert
wdjc,WDJC,-,Gaming,0.04442536159891033,Wax
agus,Agus,AGUS,Dexs,0.03954770899477706,CORE;Binance
mirakle-defi,Mirakle Defi,Qiji,Derivatives,0.03802518530729614,Fuse
laari-finance,Laari Finance,Laari,Yield Aggregator,0.036074408744787026,Base
babyboom,BabyBoom,-,Launchpad,0.0292008725497666,BounceBit
dexfinance-bsc,DexFinance BSC,dexSHARE,Yield Aggregator,0.0281876126133578,Binance
beralis-v2,Beralis V2,BLIS,Dexs,0.02517606654212446,Berachain
flashpulse,FlashPulse,FlashToken,Farm,0.02334596168502557,Pulse
milkyway-protocol-milkomeda,MilkyWay Protocol Milkomeda,mWAY,Lending,0.02142208805858668,Milkomeda
swing-dao,Swing DAO,GNIWS,Reserve Currency,0.02068893345117003,Avalanche
kafidao,KafiDAO,-,Farm,0.020200511148619326,Kava
multiverse,multiverse,MVX,Dexs,0.01337937765009947,Kava
rollup-finance-vamm,Rollup Finance vAMM,-,Derivatives,0.013292339930986661,zkSync Era
syncyield,SyncYield,SYN,Yield Aggregator,0.012881167262916847,zkSync Era
mstable-yield,mStable Yield,DHT,Yield,0.011430120158768422,Ethereum
azex,AZEX,AZT,Derivatives,0.011222816815683713,Berachain;Unichain
option-dance,Option Dance,-,Options,0.01,Mixin
credible-finance,Credible Finance,-,RWA Lending,0.009998854607038522,0G
sevenswap,sevenswap,-,Dexs,0.008748006307873615,Kava
superswap-v2,SuperSwap V2,-,Dexs,0.008646516611308547,Optimism
talent-protocol-v1,Talent Protocol V1,TALENT,SoFi,0.008342918747885699,Celo
euphoria,Euphoria,WAGMI,Reserve Currency,0.007224948132266126,Harmony
chaintools,ChainTools,CTLS,Yield,0.007130573671686544,Ethereum
unclesam-protocol,UncleSam Protocol,SAM,Lending,0.00701570956487921,Base
intuition,Intuition,TRUST,Developer Tools,0.006292566399145037,Base
metavault.trade,Metavault.Trade,MVX,Derivatives,0.00600723735749415,Polygon
stake1,Stake1,STAKE1,Lending,0.005874434876081923,Fantom
pawnfi-ape-staking,Pawnfi APE Staking,-,Yield,0.003253775438046622,Ethereum
bsx-exchange,BSX Exchange,-,Derivatives,0.0030999288319062054,Base
fenrir-finance,Fenrir Finance,FNR,Lending,0.0026775477259603836,Binance
synfutures-v2,SynFutures V2,F,Derivatives,0.0024582613367890756,Polygon
axion-finance-v2,Axion Finance V2,-,Dexs,0.0020124980388630765,Taiko
rize,RIZE,-,Yield Aggregator,0.0019695356410206256,Ethereum
mateswap,MateSwap,-,Dexs,0.0019680565299573754,LaChain Network
hippowswap,HipPoWSwap,HSWAP,Dexs,0.0018120201804419295,EthereumPoW
rodeo,Rodeo,RDO,Yield,0.0016986969999999997,Arbitrum
omnidex-lend,Omnidex Lend,CHARM,Lending,0.0016333459164284097,Telos
spherium,Spherium,SPHRI,Cross Chain Bridge,0.0016332147692062645,Polygon;Binance;Arbitrum;Cronos;Moonriver;Ethereum;Avalanche;Optimism;Aurora;OKExChain;Kucoin;Fantom;Moonbeam
invictusdao,InvictusDAO,IN,Reserve Currency,0.001633,Solana
bluemeteor,BlueMeteor,Meteor,Dexs,0.0016033107125765144,Pulse
promethium,Promethium,-,Lending,0.0013775663177715714,Arbitrum
chickendefi,ChickenDefi,-,Dexs,0.0012734711969809528,Sonic
houses-of-rome,Houses of Rome,ROME,Reserve Currency,0.000746835545341331,Moonriver
tomb,Tomb,TOMB,Algo-Stables,0.0006192,Fantom
kungfuu,KungFuu,KNGFUU,Yield,0.00023770329017058523,Fantom
aurum,Aurum,AUR,Lending,0.00020320009119876765,Sonic
white-protocol,White Protocol,WTE,Farm,0.00018934343653022721,Op_Bnb
bitgert-swap,Bitgert Swap,BTS,Dexs,5.265138158858488e-05,Bitgert
lago-bridge,Lago Bridge,-,Bridge,5.0982571669487106e-05,Ethereum
hliquity,HLiquity,-,CDP,4.7850516468693703e-05,Hedera
morphex-v1-perps,Morphex V1 Perps,MPX,Derivatives,4.659564678900191e-05,Fantom
rising-undead,Rising Undead,-,Gaming,4.0005831822870906e-05,Kava
zoth-zeusd,Zoth ZeUSD,-,CDP,3.5576995410750564e-05,Ethereum
octopus-finance,Octopus Finance,OC,Yield Aggregator,3.394267702222315e-05,Arbitrum
metahub-finance,MetaHub Finance,MEN,Farm,1.8990015585040914e-05,Polygon
valhalladao,ValhallaDAO,VALDAO,Reserve Currency,1.7480241139379645e-05,Avalanche
reax-assets,Reax Assets,REAX,Synthetics,8.133451418938212e-06,Mantle
merchant-finance,Merchant Finance,,Lending,5.04e-06,Merlin;Linea
sohei,Sohei,HEI,Lending,2.0009900027717867e-06,Arbitrum
perfectswap,PerfectSwap,PRFCT,Dexs,1.0568239930563718e-06,Arbitrum
onionswap,OnionSwap,-,Dexs,1.0474115810925827e-06,Base
kokomo-finance,Kokomo Finance,KOKO,Lending,1.0019999999999999e-06,Arbitrum;Optimism
fuzion-bonds,Fuzion Bonds,FUZN,Services,9.359265767919014e-07,Kujira
stobix,Stobix,-,Derivatives,5.445073617529988e-07,Base
mare-finance-v1,Mare Finance V1,MARE,Lending,1.5459798370310795e-07,Kava
club-quanto,Club Quanto,-,Derivatives,3.518524638018913e-09,BounceBit
dios-finance,Dios Finance,DIOS,Reserve Currency,6.381668196237559e-10,Binance
selfex,Selfex,-,Dexs,6.329226601364041e-10,Kava
stakin,Stakin,-,Ponzi,2.486165616488286e-10,Base
yearn-ether,Yearn Ether,YFI,Indexes,3.4304365069649635e-11,Ethereum
allspark,Allspark,-,Derivatives,1.7666904884255763e-11,zkLink
zeroshift,ZeroShift,ZRST,Reserve Currency,1.623994406506745e-11,Avalanche
lemonblast,LemonBlast,LEMON,Farm,1.1336376902778916e-13,Blast
gondi-v1,Gondi V1,-,NFT Lending,1.8719409578715602e-14,Ethereum
ora-protocol,Ora Protocol,OLM,Farm,3.117906892124088e-15,Ethereum
balloonswap,BalloonSwap,Balloon,Dexs,1.7630264982143727e-15,Op_Bnb
toreus,Toreus,TORE,Lending,1.106220609e-15,Kava
piggybank-dao,Piggybank DAO,PB,Reserve Currency,6.680694210000001e-16,Avalanche
stabledoin,StableDoin,DOIN,Dexs,6.57426546e-16,Dogechain
broswap,BroSwap,BRO,Dexs,1.1614181159045621e-16,CORE
solidpulse,SolidPulse,SOLID,Dexs,9.841925250022338e-18,Pulse
fantasm,Fantasm,FSM,Algo-Stables,8.373209725900919e-20,Fantom
renvm,RenVM,REN,Bridge,0.0,Solana;Ethereum;Avalanche;Binance;Fantom;Polygon;Arbitrum;Kava;Optimism
hbtc,hBTC,-,Bridge,0.0,Ethereum
bepswap,Bepswap,RUNE,Dexs,0.0,Binance
dracula,Dracula,DRC,Yield Aggregator,0.0,Ethereum
dev-protocol,Dev Protocol,DEV,Yield,0.0,Ethereum
synlev,SynLev,SYN,Synthetics,0.0,Ethereum
bt.finance,BT.Finance,BT,Yield Aggregator,0.0,Ethereum
n3rd-finance,N3RD Finance,N3RDz,Yield,0.0,Ethereum
fantom,Fantom,FTM,Chain,,
strudel-finance,Strudel Finance,TRDL,Bridge,0.0,Ethereum
flamincome,Flamincome,FLAG,Yield Aggregator,0.0,Ethereum
allinx,Allinx,INX,Yield,0.0,Binance
mirror,Mirror,MIR,Derivatives,0.0,Terra
sharedstake,SharedStake,SGT,Liquid Staking,0.0,Ethereum
stakehound,StakeHound,-,Liquid Staking,0.0,Ethereum
mango-markets-v3,Mango Markets V3,MNGO,Derivatives,0.0,Solana
anchor,Anchor,ANC,Lending,0.0,Terra;Avalanche
stacks-staking,Stacks Staking,STX,Chain,0.0,
zookeeper,Zookeeper,ZOO,Yield,0.0,Avalanche;Wanchain
bondappetit,BondAppetit,BAG,Lending,0.0,Ethereum
wault,Wault,WEX,Yield,0.0,Binance;Polygon
ruler,Ruler,RULER,Lending,0.0,Ethereum
yogi-finance,Yogi Finance,YOGI,Dexs,0.0,Binance;Polygon
o3-swap,O3 Swap,O3,Cross Chain Bridge,0.0,Ethereum;Binance;Polygon;Fantom;Arbitrum;Optimism;Avalanche;xDai;Metis;Celo;Kucoin;Cube;Astar;Bitgert
sifchain,Sifchain,EROWAN,Dexs,0.0,Sifchain
olympus-dao,Olympus DAO,OHM,Reserve Currency,0.0,Ethereum
yieldly,Yieldly,YLDY,Yield,0.0,Algorand
armor,Armor,ARMOR,Insurance,0.0,Ethereum
merlin,Merlin,MERL,Yield,0.0,Binance
rabbit-finance,Rabbit Finance,RABBIT,Lending,0.0,Binance
cardstarter,Cardstarter,CARDS,Launchpad,0.0,Ethereum
lendhub,LendHub,LHB,Lending,0.0,Heco
solyard,Solyard,YARD,Yield,0.0,Solana
mint-club-v1,Mint Club V1,MINT,Launchpad,0.0,Binance
acumen,Acumen,ACM,Lending,0.0,Solana
longdrink,Longdrink,LONG,Indexes,0.0,Binance
witswap,WitSwap,eWIT,Oracle,0.0,Ethereum
loterra,LoTerra,LOTA,Prediction Market,0.0,Terra
pylon-protocol,Pylon Protocol,MINE,Yield,0.0,Terra
illuvium,Illuvium,ILV,Gaming,0.0,Ethereum
karura-swap,Karura Swap,-,Dexs,0.0,Karura
karura-dollar-(kusd),Karura Dollar (kUSD),-,Lending,0.0,Karura
back-finance,Back Finance,BACK,Yield,0.0,Heco
telcoin,Telcoin,TEL,Payments,0.0,Polygon
ondo-v1-(legacy),Ondo v1 (Legacy),-,Yield,0.0,Ethereum
mensa-protocol,Mensa Protocol,MSA,Lending,0.0,Fantom
avalaunch,Avalaunch,XAVA,Dexs,0.0,Avalanche
asgard-finance,Asgard Finance,ASG,Yield,0.0,Ethereum
hfione,HFIone,HFI,Yield,0.0,Heco
pilot-protocol,Pilot Protocol,PTD,Lending,0.0,Heco
coinwind,Coinwind,COW,Yield,0.0,Ethereum;Binance;Heco
nuls,Nuls,NULS,Chain,0.0,Nuls
pizza,Pizza,PIZZA,Lending,0.0,EOS
volta-club,Volta Club,VOLTA,Reserve Currency,0.0,Avalanche;Ethereum
ramp,Ramp,RAMP,CDP,0.0,Ethereum;Binance;Polygon;Avalanche
genshiro,Genshiro,GENS,Lending,0.0,Genshiro
timewarp,Timewarp,TIME,Yield,0.0,Ethereum;Binance
fabric,Fabric,FAB,Yield,0.0,Solana
sunrise-gaming,Sunrise Gaming,SUNC,Luck Games,0.0,Ethereum
shapeshift,ShapeShift,FOX,Dexs,0.0,Ethereum;Arbitrum;Polygon;xDai
rocketswap,RocketSwap,RSWP,Dexs,0.0,Lamden
banano,Banano,BAN,Yield,0.0,Polygon;Binance
ecurve,eCurve,ECRV,Dexs,0.0,EOS
amy-finance,Amy Finance,AMY,Lending,0.0,Arbitrum
bogged-finance,Bogged Finance,BOG,Dexs,0.0,Binance
beanstalk,Beanstalk,BEAN,Algo-Stables,0.0,Ethereum;Arbitrum
totemfi,TotemFi,TOTM,Prediction Market,0.0,Binance
sync-network,SYNC Network,SYNC,NFT Lending,0.0,Ethereum
almond,Almond,ALM,Yield,0.0,Solana
only1,Only1,LIKE,NFT Marketplace,0.0,Solana
shield,Shield,SLD,Options,0.0,Binance
fodl-finance,FODL Finance,FODL,Leveraged Farming,0.0,Ethereum;Polygon;Binance
fegex,Fegex,FEG,Services,0.0,Binance;Ethereum
phoenix-finance,Phoenix Finance,PHX,Options,0.0,Polygon;Binance;Wanchain
oraichain,OraiChain,ORAI,Yield,0.0,Ethereum;Binance
bacondao,BaconDAO,BACON,Yield,0.0,Ethereum;Binance
hpdex,Hpdex,HPD,Dexs,0.0,HPB
juststables,JustStables,USDJ,CDP,0.0,Tron
polkaswap,Polkaswap,PSWAP,Dexs,0.0,Sora
smartcoin,SmartCoin,SMRT,Yield,0.0,Avalanche
decubate,Decubate,DCB,Launchpad,0.0,Binance
nasdex,Nasdex,NSDX,Dexs,0.0,Polygon
exodia,Exodia,EXOD,Reserve Currency,0.0,Fantom
vaulty-finance,Vaulty Finance,VLTY,Yield,0.0,Binance
furucombo,Furucombo,COMBO,Services,0.0,Polygon
nileriver,Nileriver,NIL,Yield,0.0,Moonriver
nexus-protocol,Nexus Protocol,PSI,Yield,0.0,Terra
spartacus,Spartacus,SPA,Reserve Currency,0.0,Fantom
atmossoft,AtmosSoft,ATMSSFT,Gaming,0.0,Fantom;Binance
squiddao,SquidDao,SQUID,Reserve Currency,0.0,Ethereum
gyro,Gyro,GYRO,Reserve Currency,0.0,Binance
snowbank,Snowbank,SB,Reserve Currency,0.0,Avalanche
blizz-finance,Blizz Finance,BLZZ,Lending,0.0,Avalanche
doki-doki-finance,Doki Doki Finance,DOKI,Yield,0.0,Polygon;Ethereum
tomofinance,TomoFinance,TFI,CDP,0.0,TomoChain
hector-treasury,Hector Treasury,HEC,Reserve Currency,0.0,Ethereum;Fantom;Binance
hades-swap,Hades Swap,SOUL,Dexs,0.0,Polis
bunnypark,BunnyPark,BP,Dexs,0.0,Binance
zyxswap,ZYXSwap,-,Dexs,0.0,ZYX
capital-dao,Capital DAO,CDS,Services,0.0,Ethereum
nest-protocol-staking,Nest Protocol Staking,NEST,Oracle,0.0,Polygon;Kucoin;Ethereum;Binance
axedao,AxeDAO,AXE,Reserve Currency,0.0,Ethereum
fortune-dao,Fortune DAO,FORT,Reserve Currency,0.0,Cronos
bear-finance,Bear Finance,BEAR,Yield,0.0,Fantom
reverse,Reverse,RVRS,Reserve Currency,0.0,Harmony
